time,open,high,low,close,tick_volume,spread,real_volume
2026-01-05 09:00:00,92423.45,92811.81,92266.91,92647.21,2496,1800,0
2026-01-05 10:00:00,92645.92,93105.91,92616.65,93028.62,2410,1800,0
2026-01-05 11:00:00,93031.47,93105.93,92834.33,93074.54,2319,1800,0
2026-01-05 12:00:00,93082.17,93177.71,92693.93,92821.59,2575,1800,0
2026-01-05 13:00:00,92820.45,92967.57,92480.41,92690.91,3055,1800,0
2026-01-05 14:00:00,92693.07,93650.05,92355.51,93386.92,8865,1800,0
2026-01-05 15:00:00,93389.73,94009.58,93117.56,93921.03,8316,1800,0
2026-01-05 16:00:00,93921.09,94074.53,93561.46,93674.11,5298,1800,0
2026-01-05 17:00:00,93674.35,94466.17,93227.08,94298.05,5253,1800,0
2026-01-05 18:00:00,94301.06,94519.02,93895.0,94432.9,4567,1800,0
2026-01-05 19:00:00,94429.45,94496.62,94121.38,94282.68,3486,1800,0
2026-01-05 20:00:00,94283.22,94816.27,94033.51,94181.68,4577,1800,0
2026-01-05 21:00:00,94184.11,94238.93,93802.45,94087.99,2677,1800,0
2026-01-05 22:00:00,94086.95,94403.97,93994.89,94174.35,2087,1800,0
2026-01-05 23:00:00,94178.07,94203.24,93853.74,93870.62,2470,1800,0
2026-01-06 00:00:00,93872.83,93998.31,93544.29,93809.88,2825,1800,0
2026-01-06 01:00:00,93807.25,94170.77,93726.24,93776.37,2891,1800,0
2026-01-06 02:00:00,93770.62,93875.08,93507.74,93629.57,2230,1800,0
2026-01-06 03:00:00,93629.47,93930.58,93594.16,93752.82,2043,1800,0
2026-01-06 04:00:00,93754.29,93998.21,93715.93,93786.51,1788,1800,0
2026-01-06 05:00:00,93786.1,93819.63,93539.89,93571.41,1994,1800,0
2026-01-06 06:00:00,93563.6,93934.69,93521.23,93744.26,2283,1800,0
2026-01-06 07:00:00,93752.67,93770.13,93095.98,93217.32,2766,1800,0
2026-01-06 08:00:00,93216.01,93390.88,93127.07,93197.77,2158,1800,0
2026-01-06 09:00:00,93197.89,93531.64,93185.1,93419.84,2095,1800,0
2026-01-06 10:00:00,93419.93,93627.19,93360.57,93536.82,1775,1800,0
2026-01-06 11:00:00,93547.5,93875.11,93532.06,93812.75,1928,1800,0
